Lake,,,,Rating
,,,,Lake
Elevation,Area,Volume,,Houston
(feet,(acres),(acre-feet),,Source
41.4,10766.94,123317.99,,
41.41,10772.2,123425.69,,
41.42,10777.46,123533.44,,
41.43,10782.72,123641.24,,
41.44,10787.98,123749.09,,
41.45,10793.24,123857,,
41.46,10798.5,123964.96,,
41.47,10803.76,124072.97,,
41.48,10809.02,124181.03,,
41.49,10814.28,124289.15,,
41.5,10819.53,124397.32,,
41.51,10824.79,124505.54,,
41.52,10830.05,124613.81,,
41.53,10835.31,124722.14,,
41.54,10840.57,124830.52,,
41.55,10845.83,124938.95,,
41.56,10851.09,125047.44,,
41.57,10856.35,125155.97,,
41.58,10861.61,125264.56,,
41.59,10866.87,125373.21,,
41.6,10872.12,125481.9,,
41.61,10877.38,125590.65,,
41.62,10882.64,125699.45,,
41.63,10887.9,125808.3,,
41.64,10893.16,125917.21,,
41.65,10898.42,126026.16,,
41.66,10903.68,126135.18,,
41.67,10908.94,126244.24,,
41.68,10914.2,126353.35,,
41.69,10919.46,126462.52,,
41.7,10924.71,126571.74,,
41.71,10929.97,126681.02,,
41.72,10935.23,126790.34,,
41.73,10940.49,126899.72,,
41.74,10945.75,127009.15,,
41.75,10951.01,127118.64,,
41.76,10956.27,127228.17,,
41.77,10961.53,127337.76,,
41.78,10966.79,127447.4,,
41.79,10972.05,127557.1,,
41.8,10977.3,127666.84,,
41.81,10982.56,127776.64,,
41.82,10987.82,127886.5,,
41.83,10993.08,127996.4,,
41.84,10998.34,128106.36,,
41.85,11003.6,128216.37,,
41.86,11008.86,128326.43,,
41.87,11014.12,128436.54,,
41.88,11019.38,128546.71,,
41.89,11024.64,128656.93,,
41.9,11029.89,128767.2,,
41.91,11035.15,128877.53,,
41.92,11040.41,128987.91,,
41.93,11045.67,129098.34,,
41.94,11050.93,129208.82,,
41.95,11056.19,129319.36,,
41.96,11061.45,129429.94,,
41.97,11066.71,129540.59,,
41.98,11071.97,129651.28,,
41.99,11077.23,129762.02,,
42,11082.48,129872.82,,
42.01,11087.74,129983.67,,
42.02,11093,130094.58,,
42.03,11098.26,130205.53,,
42.04,11103.52,130316.54,,
42.05,11108.78,130427.6,,
42.06,11114.04,130538.72,,
42.07,11119.3,130649.89,,
42.08,11124.56,130761.1,,
42.09,11129.82,130872.38,,
42.1,11135.07,130983.7,,
42.11,11140.33,131095.08,,
42.12,11145.59,131206.51,,
42.13,11150.85,131317.99,,
42.14,11156.11,131429.52,,
42.15,11161.37,131541.11,,
42.16,11166.63,131652.75,,
42.17,11171.89,131764.44,,
42.18,11177.15,131876.19,,
42.19,11182.41,131987.99,,
42.2,11187.66,132099.84,,
42.21,11192.92,132211.74,,
42.22,11198.18,132323.7,,
42.23,11203.44,132435.7,,
42.24,11208.7,132547.77,,
42.25,11213.96,132659.88,,
42.26,11219.22,132772.04,,
42.27,11224.48,132884.26,,
42.28,11229.74,132996.53,,
42.29,11235,133108.86,,
42.3,11240.26,133221.23,,
42.31,11245.51,133333.66,,
42.32,11250.77,133446.14,,
42.33,11256.03,133558.68,,
42.34,11261.29,133671.26,,
42.35,11266.55,133783.9,,
42.36,11271.81,133896.6,,
42.37,11277.07,134009.34,,
42.38,11282.33,134122.14,,
42.48,,135253,,
42.58,,136389.12,,
42.68,,137530.5,,
42.78,,138677.14,,
42.88,,139829.04,,
42.98,,140986.2,,
43.08,,142148.62,,
43.18,,143316.29,,
43.28,,144489.23,,
43.38,,145667.42,,
43.48,,146850.88,,
43.58,,148039.59,,
43.68,,149233.56,,
43.78,,150432.79,,
43.88,,151637.28,,
43.98,,152847.03,,
44.08,,154062.04,,
44.18,,155282.31,,
44.28,,156507.83,,
44.38,,157738.62,,
44.48,,158974.66,,
44.58,,160215.97,,
44.68,,161462.53,,
44.78,,162714.35,,
44.88,,163971.44,,
44.98,,165233.78,,
45.08,,166501.38,,
45.18,,167774.23,,
45.28,,169052.35,,
45.38,,170335.73,,
45.48,,171624.37,,
45.58,,172918.26,,
45.68,,174217.42,,
45.78,,175521.83,,
45.88,,176831.5,,
45.98,,178146.43,,
46.08,,179466.63,,
46.18,,180792.08,,
46.28,,182122.78,,
46.38,,183458.75,,
46.48,,184799.98,,
46.58,,186146.47,,
46.68,,187498.21,,
46.78,,188855.22,,
46.88,,190217.48,,
46.98,,191585.01,,
47.08,,192957.79,,
47.18,,194335.83,,
47.28,,195719.13,,
47.38,,197107.69,,
47.48,,198501.51,,
47.58,,199900.59,,
47.68,,201304.92,,
47.78,,202714.52,,
47.88,,204129.38,,
47.98,,205549.49,,
48.08,,206974.86,,
48.18,,208405.5,,
48.28,,209841.39,,
48.38,,211282.54,,
48.48,,212728.95,,
48.58,,214180.62,,
48.68,,215637.55,,
48.78,,217099.74,,
48.88,,218567.18,,
48.98,,220039.89,,
49.08,,221517.85,,
49.18,,223001.08,,
49.28,,224489.56,,
49.38,,225983.3,,
49.48,,227482.3,,
49.58,,228986.56,,
49.68,,230496.08,,
49.78,,232010.86,,
49.88,,233530.9,,
49.98,,235056.2,,
50.08,,236586.75,,
50.18,,238122.57,,
50.28,,239663.64,,
50.38,,241209.98,,
50.48,,242761.57,,
50.58,,244318.42,,
50.68,,245880.53,,
50.78,,247447.9,,
50.88,,249020.53,,
50.98,,250598.42,,
51.08,,252181.57,,
51.18,,253769.98,,
51.28,,255363.64,,
51.38,,256962.57,,
51.48,,258566.75,,
51.58,,260176.19,,
51.68,,261790.9,,
51.78,,263410.86,,
51.88,,265036.08,,
51.98,,266666.56,,
52.08,,268302.3,,
52.18,,269943.3,,
52.28,,271589.55,,
52.38,,273241.07,,
52.48,,274897.85,,
52.58,,276559.88,,
52.68,,278227.17,,
52.78,,279899.73,,
52.88,,281577.54,,
52.98,,283260.61,,
53.08,,284948.94,,
53.18,,286642.53,,
